company name,gvkey,NAICS,SIC,ticker,industry sector,weburl,ff5 sector
HUBBELL INC,5764,335931,3640,HUBB,ElcEq,hubbell.com,1
HUNT (JB) TRANSPRT SVCS INC,5783,484121,4213,JBHT,Trans,jbhunt.com,5
HUNTINGTON BANCSHARES,5786,522110,6020,HBAN,Banks,huntington.com,5
HURCO COMPANIES INC,5788,334513,3823,HURC,LabEq,hurco.com,3
HUTTIG BUILDING PRODUCTS INC,5792,423310,5031,HBP,Whlsl,huttig.com,1
IEC ELECTRONICS CORP,5831,334412,3672,IEC,Chips,iec-electronics.com,3
ITT INC,5860,333911,3561,ITT,Mach,itt.com,2
RAYONIER INC,5862,531190,6798,RYN,Fin,rayonier.com,5
IDACORP INC,5870,22111,4911,IDA,Util,idacorpinc.com,2
ILLINOIS TOOL WORKS,5878,33399,3560,ITW,Mach,itw.com,2
TELIGENT INC,5888,325412,2834,TLGT,Drugs,teligent.com,4
IMMUNOMEDICS INC,5902,325413,2835,IMMU,Drugs,immunomedics.com,4
VECTREN CORP,5918,221210,4923,VVC,Util,vectren.com,2
INGERSOLL-RAND PLC,5959,333415,3585,IR,Mach,ingersollrand.com,2
RYERSON HOLDING CORP,5968,423510,5051,RYI,Whlsl,ryerson.com,1
AEGION CORP,5978,237110,1623,AEGN,Cnstr,aegion.com,5
GRIFFON CORP,5987,332321,3442,GFF,BldMt,griffon.com,2
INTEGRATED DEVICE TECH INC,6003,334413,3674,IDTI,Chips,idt.com,3
INTEL CORP,6008,334413,3674,INTC,Chips,intel.com,3
INTELLIGENT SYSTEM CORP,6013,511210,7372,INS,BusSv,intelsys.com,3
INTERFACE INC,6034,314110,2273,TILE,Txtls,interface.com,1
INTL BUSINESS MACHINES CORP,6066,519130,7370,IBM,BusSv,ibm.com,3
INTL FLAVORS & FRAGRANCES,6078,325199,2860,IFF,Chems,iff.com,2
NAVISTAR INTERNATIONAL CORP,6081,336120,3711,NAV,Autos,navistar.com,1
INTERDIGITAL INC,6100,533110,6794,IDCC,Fin,interdigital.com,5
INTL PAPER CO,6104,322130,2631,IP,Paper,internationalpaper.com,2
INTERPUBLIC GROUP OF COS,6136,541810,7311,IPG,BusSv,interpublic.com,5
INVACARE CORP,6158,339113,3842,IVC,MedEq,invacare.com,4
ISRAMCO INC,6194,211111,1311,ISRL,Oil,isramcousa.com,2
ANIXTER INTL INC,6196,423690,5065,AXE,Whlsl,anixter.com,1
JACOBS ENGINEERING GROUP INC,6216,236210,1600,JEC,Cnstr,jacobs.com,5
EMCOR GROUP INC,6223,238210,1731,EME,Cnstr,emcorgroup.com,5
JEFFERIES GROUP LLC,6239,523110,6211,LUK2,Fin,jefferies.com,5
JOHNSON & JOHNSON,6266,325412,2834,JNJ,Drugs,jnj.com,4
JOHNSON CONTROLS INTL PLC,6268,333415,3585,JCI,Mach,johnsoncontrols.com,2
KLA-TENCOR CORP,6304,333314,3827,KLAC,LabEq,kla-tencor.com,3
SEARS HOLDINGS CORP,6307,452111,5311,SHLD,Rtail,searsholdings.com,1
KINDER MORGAN INC,6310,486210,4923,KMI,Util,kindermorgan.com,2
PRIMEENERGY CORP,6311,211111,1311,PNRG,Oil,primeenergy.com,2
KAMAN CORP,6326,423840,5080,KAMN,Whlsl,kaman.com,1
GREAT PLAINS ENERGY INC,6334,2211,4911,GXP,Util,greatplainsenergy.com,2
KANSAS CITY SOUTHERN,6335,482111,4011,KSU,Trans,kcsouthern.com,5
KELLOGG CO,6375,311230,2040,K,Food,kelloggcompany.com,1
KELLY SERVICES INC  -CL A,6379,561320,7363,KELYA,BusSv,kellyservices.com,5
KENNAMETAL INC,6386,333517,3540,KMT,Mach,kennametal.com,2
KEWAUNEE SCIENTIFIC CORP,6410,339113,3821,KEQU,LabEq,kewaunee.com,3
KEY TRONIC CORP,6416,334418,3670,KTCC,Chips,keytronic.com,3
KIMBALL INTERNATIONAL  -CL B,6433,337211,2520,KBAL,Paper,kimball.com,2
KIMBERLY-CLARK CORP,6435,322121,2621,KMB,Paper,kimberly-clark.com,2
KIRBY CORP,6461,483211,4400,KEX,Trans,kirbycorp.com,5
KOSS CORP,6497,334310,3651,KOSS,Toys,koss.com,1
KROGER CO,6502,445110,5411,KR,Rtail,thekrogerco.com,1
KULICKE & SOFFA INDUSTRIES,6509,333242,3559,KLIC,Mach,kns.com,2
LSI INDUSTRIES INC,6527,335122,3640,LYTS,ElcEq,lsi-industries.com,1
LSB INDUSTRIES INC,6528,325180,2810,LXU,Chems,lsbindustries.com,2
XCERRA CORP,6532,334515,3825,XCRA,LabEq,xcerra.com,3
LA-Z-BOY INC,6543,337121,2510,LZB,Hshld,la-z-boy.com,1
SPIRE INC,6547,221210,4924,SR,Util,spireenergy.com,2
LAM RESEARCH CORP,6565,333242,3559,LRCX,Mach,lamresearch.com,2
LANCASTER COLONY CORP,6573,311412,2030,LANC,Food,lancastercolony.com,1
SNYDERS-LANCE INC,6574,311821,2052,LNCE,Food,snyderslance.com,1
LAWSON PRODUCTS,6617,423710,5072,LAWS,Whlsl,lawsonproducts.com,1
LEE ENTERPRISES INC,6639,511110,2711,LEE,Books,lee.net,1
LEGGETT & PLATT INC,6649,337910,2510,LEG,Hshld,leggett.com,1
LEGG MASON INC,6653,523920,6282,LM,Fin,leggmason.com,5
LENNAR CORP,6669,236117,1531,LEN,Cnstr,lennar.com,5
LILLY (ELI) & CO,6730,325412,2834,LLY,Drugs,lilly.com,4
L BRANDS INC,6733,448120,5621,LB,Rtail,lb.com,1
LINCOLN ELECTRIC HLDGS INC,6737,333992,3540,LECO,Mach,lincolnelectric.com,2
LINCOLN NATIONAL CORP,6742,524113,6311,LNC,Insur,lfg.com,5
KATE SPADE & CO,6768,315,2300,KATE,Clths,katespadeandcompany.com,1
LOCKHEED MARTIN CORP,6774,336414,3760,LMT,Guns,lockheedmartin.com,2
LOEWS CORP,6781,524126,6331,L,Insur,loews.com,5
RANGE RESOURCES CORP,6788,211111,1311,RRC,Oil,rangeresources.com,2
FIRST ACCEPTANCE CORP,6791,524126,6331,FAC,Insur,acceptanceinsurance.com,5
LOUISIANA-PACIFIC CORP,6821,321219,2400,LPX,BldMt,lpcorp.com,5
LOWE'S COMPANIES INC,6829,444110,5211,LOW,Rtail,lowes.com,1
LUBYS INC,6831,722514,5812,LUB,Meals,lubysinc.com,1
LYDALL INC,6845,336390,3714,LDL,Autos,lydall.com,1
LGL GROUP INC,6848,334419,3679,LGL,Chips,lglgroup.com,3
MDC HOLDINGS INC,6865,236117,1531,MDC,Cnstr,richmondamerican.com,5
MDU RESOURCES GROUP INC,6867,221210,4932,MDU,Util,mdu.com,2
MTS SYSTEMS CORP,6900,334519,3829,MTSC,LabEq,mts.com,3
MGE ENERGY INC,6932,22111,4931,MGEE,Util,mgeenergy.com,2
MAGELLAN PETROLEUM CORP,6936,211111,1311,MPET,Oil,magellanpetroleum.com,2
MANITOWOC CO,6994,333923,3530,MTW,Mach,manitowoc.com,2
MARATHON OIL CORP,7017,211111,1311,MRO,Oil,marathonoil.com,2
MARCUS CORP,7022,512131,7830,MCS,Fun,marcuscorp.com,5
MARINE PETROLEUM TRUST,7034,523999,6792,MARPS,Fin,marps-marine.com,5
HOST HOTELS & RESORTS INC,7063,531120,6798,HST,Fin,hosthotels.com,5
MARSH & MCLENNAN COS,7065,524210,6411,MMC,Insur,mmc.com,5
MASCO CORP,7085,332913,3430,MAS,BldMt,masco.com,2
MATTEL INC,7116,339930,3942,MAT,Toys,mattel.com,1
MAUI LAND & PINEAPPLE CO,7117,237210,6552,MLP,RlEst,mauiland.com,5
MAXWELL TECHNOLOGIES INC,7124,335311,3612,MXWL,ElcEq,maxwell.com,2
MAYS (J.W.) INC,7138,531120,6512,MAYS,RlEst,jwmays.com,5
MCCORMICK & CO INC,7146,311942,2090,MKC,Food,mccormickcorporation.com,1
MCDERMOTT INTL INC,7152,336611,3730,MDR,Ships,mcdermott.com,2
MCDONALD'S CORP,7154,722513,5812,MCD,Meals,aboutmcdonalds.com,1
MCGRATH RENTCORP,7161,532420,7359,MGRC,BusSv,mgrc.com,5
S&P GLOBAL INC,7163,561450,7323,SPGI,BusSv,spglobal.com,5
MCKESSON CORP,7171,424210,5122,MCK,Whlsl,mckesson.com,1
MECHANICAL TECHNOLOGY INC,7183,334519,3829,MKTY,LabEq,mechtech.com,3
GENCOR INDUSTRIES INC,7185,333994,3567,GENC,Mach,gencor.com,2
MEDTRONIC PLC,7228,334510,3845,MDT,MedEq,medtronic.com,4
CVS HEALTH CORP,7241,446110,5912,CVS,Rtail,cvshealth.com,1
MERCK & CO,7257,325412,2834,MRK,Drugs,merck.com,4
MEREDITH CORP,7260,511120,2721,MDP,Books,meredith.com,1
MESA LABORATORIES INC,7275,334513,3823,MLAB,LabEq,mesalabs.com,3
MESA ROYALTY TRUST,7277,533110,6792,MTR,Fin,thehamiltoncompany.com,5
MESABI TRUST,7279,523910,6795,MSB,Fin,mesabi-trust.com,5
METHODE ELECTRONICS INC,7291,334417,3678,MEI,Chips,methode.com,3
ENVIROSTAR INC,7295,423850,5080,EVI,Whlsl,envirostarinc.com,1
MEXCO ENERGY CORP,7309,211111,1311,MXC,Oil,mexcoenergy.com,2
SIEBERT FINANCIAL CORP,7315,523120,6211,SIEB,Fin,siebertnet.com,5
MICHAELS COS INC,7316,451120,5945,MIK,Rtail,michaels.com,1
MICRON TECHNOLOGY INC,7343,334413,3674,MU,Chips,micron.com,3
MICROSEMI CORP,7346,334413,3674,MSCC,Chips,microsemi.com,3
MIDDLESEX WATER CO,7368,221310,4941,MSEX,Util,middlesexwater.com,2
MILLER (HERMAN) INC,7401,3372,2520,MLHR,Paper,hermanmiller.com,2
MSA SAFETY INC,7420,339113,3842,MSA,MedEq,msasafety.com,4
EXCO RESOURCES INC,7422,211111,1311,XCOOQ,Oil,excoresources.com,2
3M CO,7435,322220,2670,MMM,Paper,3m.com,2
ALLETE INC,7437,221111,4931,ALE,Util,allete.com,2
MOCON INC,7481,334519,3829,MOCO,LabEq,mocon.com,3
MODINE MANUFACTURING CO,7486,336390,3714,MOD,Autos,modine.com,1
QUIDEL CORP,7526,325413,2835,QDEL,Drugs,quidel.com,4
MOOG INC  -CL A,7549,336413,3728,MOG.A,Aero,moog.com,2
RUBY TUESDAY INC,7566,722511,5812,RT,Meals,rubytuesday.com,1
MOTOROLA SOLUTIONS INC,7585,334220,3663,MSI,Chips,motorolasolutions.com,3
MURPHY OIL CORP,7620,211111,1311,MUR,Oil,murphyoilcorp.com,2
INTERGROUP CORP,7632,721110,7011,INTG,Meals,intgla.com,5
MYERS INDUSTRIES INC,7636,326199,3089,MYE,Rubbr,myersindustries.com,2
MYLAN NV,7637,325412,2834,MYL,Drugs,mylan.com,4
BANK OF AMERICA CORP,7647,522110,6020,BAC,Banks,bankofamerica.com,5
NCR CORP,7648,54151,7370,NCR,BusSv,ncr.com,3
NL INDUSTRIES,7658,332991,3562,NL,Mach,nl-ind.com,2
NANOMETRICS INC,7682,334519,3829,NANO,LabEq,nanometrics.com,3
NAPCO SECURITY TECH INC,7685,334290,3669,NSSC,Chips,napcosecurity.com,3
NATHAN'S FAMOUS INC,7696,311612,2013,NATH,Food,nathansfamous.com,1
NATIONAL FUEL GAS CO,7733,221210,4924,NFG,Util,nationalfuelgas.com,2
NATIONAL HEALTHCARE CORP,7741,623311,8051,NHC,Hlth,nhccare.com,4
TENET HEALTHCARE CORP,7750,622110,8062,THC,Hlth,tenethealth.com,4
GP STRATEGIES CORP,7759,611430,8200,GPX,PerSv,gpstrategies.com,5
NATIONAL PRESTO INDS INC,7762,33299,3480,NPK,Guns,gopresto.com,2
NATURES SUNSHINE PRODS INC,7799,325412,2834,NATR,Drugs,naturessunshine.com,4
NEW JERSEY RESOURCES CORP,7849,221210,4924,NJR,Util,njresources.com,2
NEW YORK TIMES CO  -CL A,7866,511110,2711,NYT,Books,nytco.com,1
NEWELL BRANDS INC,7875,3399,3990,NWL,,newellbrands.com,1
NEWMONT MINING CORP,7881,212221,1040,NEM,Gold,newmont.com,5
NEWPARK RESOURCES,7882,424690,5160,NR,Whlsl,newpark.com,1
NIKE INC,7906,316210,3021,NKE,Clths,nike.com,2
NOBILITY HOMES INC,7911,321991,2451,NOBH,BldMt,nobilityhomes.com,5
NOBLE ENERGY INC,7912,211111,1311,NBL,Oil,nblenergy.com,2
NORDSON CORP,7921,333999,3569,NDSN,Mach,nordson.com,2
NORDSTROM INC,7922,448140,5651,JWN,Rtail,nordstrom.com,1
NORFOLK SOUTHERN CORP,7923,482111,4011,NSC,Trans,nscorp.com,5
NACCO INDUSTRIES  -CL A,7938,335210,3634,NC,Hshld,nacco.com,1
MOVADO GROUP INC,7951,334519,3873,MOV,Hshld,movadogroup.com,2
NORTH EUROPEAN OIL RTY TR,7959,533110,6792,NRT,Fin,neort.com,5
EVERSOURCE ENERGY,7970,2211,4931,ES,Util,eversource.com,2
NISOURCE INC,7974,221210,4932,NI,Util,nisource.com,2
XCEL ENERGY INC,7977,2211,4931,XEL,Util,xcelenergy.com,2
NORTHERN TRUST CORP,7982,522110,6020,NTRS,Banks,northerntrust.com,5
NORTHROP GRUMMAN CORP,7985,334511,3812,NOC,Chips,northropgrumman.com,3
TEREX CORP,7991,333923,3530,TEX,Mach,terex.com,2
NORTHWEST NATURAL GAS CO,7993,221210,4924,NWN,Util,nwnatural.com,2
NORTHWESTERN CORP,8001,22111,4931,NWE,Util,northwesternenergy.com,2
WELLS FARGO & CO,8007,522110,6020,WFC,Banks,wellsfargo.com,5
NUCOR CORP,8030,331110,3312,NUE,Steel,nucor.com,2
NEWTEK BUSINESS SERVICES CP,8060,523910,6797,NEWT,,newtekone.com,5
OCCIDENTAL PETROLEUM CORP,8068,211111,1311,OXY,Oil,oxy.com,2
OCEAN BIO-CHEM INC,8073,325612,2842,OBCI,Hshld,oceanbiochem.com,2
OCEANEERING INTERNATIONAL,8079,213112,1389,OII,Oil,oceaneering.com,2
ITERIS INC,8087,334220,3663,ITI,Chips,iteris.com,3
BRISTOW GROUP INC,8092,481211,4522,BRS,Trans,bristowgroup.com,5
FIRSTENERGY CORP,8099,22111,4911,FE,Util,firstenergycorp.com,2
OIL DRI CORP AMERICA,8105,327992,3290,ODC,BldMt,oildri.com,2
OGE ENERGY CORP,8113,2211,4931,OGE,Util,oge.com,2
OLIN CORP,8123,325180,2810,OLN,Chems,olin.com,2
ONE LIBERTY PROPERTIES INC,8148,531120,6798,OLP,Fin,1liberty.com,5
ONEOK INC,8151,221210,4923,OKE,Util,oneok.com,2
OTTER TAIL CORP,8199,22111,4911,OTTR,Util,ottertail.com,2
OVERSEAS SHIPHOLDING GROUP,8210,483111,4412,OSG,Trans,osg.com,5
OWENS & MINOR INC,8213,423450,5047,OMI,Whlsl,owens-minor.com,1
OWENS CORNING,8214,327993,3290,OC,BldMt,owenscorning.com,2
OWENS-ILLINOIS INC,8215,327213,3221,OI,Boxes,o-i.com,2
OXFORD INDUSTRIES INC,8219,315,2300,OXM,Clths,oxfordinc.com,1
P & F INDUSTRIES  -CL A,8229,333991,3540,PFIN,Mach,pfina.com,2
PHH CORP,8240,522292,6162,PHH,Banks,phh.com,5
PPG INDUSTRIES INC,8247,325510,2851,PPG,Chems,ppg.com,2
PACCAR INC,8253,336120,3711,PCAR,Autos,paccar.com,1
PG&E CORP,8264,2211,4931,PCG,Util,pgecorp.com,2
NEVADA GOLD & CASINOS INC,8266,713210,7990,UWN,Fun,nevadagold.com,5
SEMPRA ENERGY,8272,22111,4931,SRE,Util,sempra.com,2
PAR TECHNOLOGY CORP,8334,334118,3578,PAR,Comps,partech.com,3
PARK ELECTROCHEMICAL CORP,8348,334412,3672,PKE,Chips,parkelectro.com,3
PARK OHIO HOLDINGS CORP,8350,33399,3590,PKOH,Mach,pkoh.com,2
PARKER DRILLING CO,8357,213111,1381,PKD,Oil,parkerdrilling.com,2
PARKER-HANNIFIN CORP,8358,332912,3490,PH,BldMt,parker.com,2
PATRICK INDUSTRIES INC,8386,321211,2430,PATK,BldMt,patrickind.com,5
GOODRICH PETROLEUM CORP,8387,211111,1311,GDP,Oil,goodrichpetroleum.com,2
PAYCHEX INC,8402,541214,8721,PAYX,BusSv,paychex.com,5
AMERICAN FINANCIAL GROUP INC,8431,524126,6331,AFG,Insur,afginc.com,5
PENN VIRGINIA CORP,8440,211111,1311,PVAC,Oil,pennvirginia.com,2
PENNEY (J C) CO,8446,452111,5311,JCP,Rtail,jcpenney.com,1
PPL CORP,8455,2211,4911,PPL,Util,pplweb.com,2
PENNSYLVANIA RE INVS TRUST,8457,531120,6798,PEI,Fin,preit.com,5
PENTAIR PLC,8463,333911,3561,PNR,Mach,pentair.com,2
PEPSICO INC,8479,311919,2080,PEP,Beer,pepsico.com,1
TUTOR PERINI CORP,8486,236220,1540,TPC,Cnstr,tutorperini.com,5
PERMIAN BASIN ROYALTY TRUST,8493,533110,6792,PBT,Fin,pbt-permian.com,5
PDC ENERGY INC,8512,211111,1311,PDCE,Oil,pdce.com,2
PHI INC,8515,481211,4522,PHIIK,Trans,phihelico.com,5
PFIZER INC,8530,325412,2834,PFE,Drugs,pfizer.com,4
AQUA AMERICA INC,8542,221310,4941,WTR,Util,aquaamerica.com,2
ALTRIA GROUP INC,8543,312230,2111,MO,Smoke,altria.com,1
CONOCOPHILLIPS,8549,211111,1311,COP,Oil,conocophillips.com,2
PVH CORP,8551,315,2300,PVH,Clths,pvh.com,1
PIER 1 IMPORTS INC/DE,8579,442299,5700,PIR,Rtail,pier1.com,1
SENECA FOODS CORP,8582,311421,2033,SENEA,Food,senecafoods.com,1
AGILYSYS INC,8599,511210,7372,AGYS,BusSv,agilysys.com,3
PIPER JAFFRAY COS,8605,523120,6211,PJC,Fin,piperjaffray.com,5
PITNEY BOWES INC,8606,333318,3579,PBI,Comps,pitneybowes.com,3
POWER REIT,8611,531190,6798,PW,Fin,pwreit.com,5
PLANTRONICS INC,8633,334210,3661,PLT,Chips,plantronics.com,3
PROFESSIONAL DIVERSITY NETWK,8661,519130,7370,IPDN,BusSv,prodivnet.com,3
POWELL INDUSTRIES INC,8699,335313,3613,POWL,ElcEq,powellind.com,2
PROCTER & GAMBLE CO,8762,325611,2840,PG,Hshld,pginvestor.com,2
PNM RESOURCES INC,8807,2211,4911,PNM,Util,pnmresources.com,2
PUBLIC SERVICE ENTRP GRP INC,8810,22111,4931,PEG,Util,pseg.com,2
PULTEGROUP INC,8823,236117,1531,PHM,Cnstr,pultegroupinc.com,5
PURE CYCLE CORP,8826,221310,4950,PCYO,Other,purecyclewater.com,5
ARGAN INC,8832,541330,8711,AGX,BusSv,arganinc.com,5
QUAKER CHEMICAL CORP,8850,324191,2990,KWR,Oil,quakerchem.com,2
QUALITY SYSTEMS INC,8858,541512,7373,QSII,Comps,nextgen.com,3
AMTECH SYSTEMS INC,8864,333242,3559,ASYS,Mach,amtechsystems.com,2
QUANTUM CORP,8867,334112,3572,QTM,Comps,quantum.com,3
RCM TECHNOLOGIES INC,8892,561320,7363,RCMT,BusSv,rcmt.com,5
RAYMOND JAMES FINANCIAL CORP,8898,523120,6211,RJF,Fin,raymondjames.com,5
RPM INTERNATIONAL INC,8902,325998,2890,RPM,Chems,rpminc.com,2
U S LIME & MINERALS,8947,212312,1400,USLM,Mines,uslm.com,5
RAVEN INDUSTRIES INC,8958,326113,3080,RAVN,Rubbr,ravenind.com,2
RAYTHEON CO,8972,334511,3812,RTN,Chips,raytheon.com,3
INNSUITES HOSPITALITY TR,8987,531110,6798,IHT,Fin,innsuitestrust.com,5
REGAL BELOIT CORP,9016,335312,3621,RBC,ElcEq,regalbeloit.com,2
REGIS CORP/MN,9023,812112,7200,RGS,PerSv,regiscorp.com,1
AUTONATION INC,9063,441110,5500,AN,Rtail,autonation.com,1
RICHARDSON ELECTRONICS LTD,9125,423690,5065,RELL,Whlsl,rell.com,1
RITE AID CORP,9155,446110,5912,RAD,Rtail,riteaid.com,1
RGC RESOURCES INC,9171,221210,4924,RGCO,Util,rgcresources.com,2
ROCKWELL AUTOMATION,9203,335314,3620,ROK,ElcEq,rockwellautomation.com,2
ROGERS CORP,9216,334412,3672,ROG,Chips,rogerscorp.com,3
ROLLINS INC,9225,561710,7340,ROL,BusSv,rollins.com,5
ROSS STORES INC,9248,448140,5651,ROST,Rtail,rossstores.com,1
ROWAN COMPANIES PLC,9258,213111,1381,RDC,Oil,rowan.com,2
ROYAL GOLD INC,9273,523910,6795,RGLD,Fin,royalgold.com,5
RYDER SYSTEM INC,9299,532120,7510,R,BusSv,ryder.com,5
SEI INVESTMENTS CO,9317,523930,6282,SEIC,Fin,seic.com,5
SJW GROUP,9324,221310,4941,SJW,Util,sjwgroup.com,2
PROVECTUS BIOPHARMACEUTICALS,9330,325412,2834,PVCT,Drugs,provectusbio.com,4
SAFEGUARD SCIENTIFICS INC,9355,523999,6799,SFE,Fin,safeguard.com,5
SAN JUAN BASIN ROYALTY TR,9393,533110,6792,SJT,Fin,sjbrt.com,5
SCHLUMBERGER LTD,9465,213112,1389,SLB,Oil,slb.com,2
SCHOLASTIC CORP,9466,511130,2731,SCHL,Books,scholastic.com,1
SCHULMAN (A.) INC,9472,325211,2821,SHLM,Chems,aschulman.com,2
SEABOARD CORP,9538,999977,9997,SEB,Other,seaboardcorp.com,5
DIGITAL TURBINE INC,9551,511210,7372,APPS,BusSv,digitalturbine.com,3
SEALED AIR CORP,9555,326113,3081,SEE,Rubbr,sealedair.com,2
INTRICON CORP,9590,334510,3842,IIN,MedEq,intricon.com,4
SEMTECH CORP,9599,334413,3674,SMTC,Chips,semtech.com,3
SERVICE CORP INTERNATIONAL,9611,812210,7200,SCI,PerSv,sci-corp.com,1
SERVOTRONICS INC,9619,335312,3621,SVT,ElcEq,servotronics.com,2
SHENANDOAH TELECOMMUN CO,9664,517210,4812,SHEN,Telcm,shentel.com,3
SHERWIN-WILLIAMS CO,9667,325510,2851,SHW,Chems,sherwin-williams.com,2
SIFCO INDUSTRIES,9698,336412,3724,SIF,Aero,sifco.com,2
MCEWEN MINING INC,9728,212221,1040,MUX,Gold,mcewenmining.com,5
SKYLINE CORP,9761,321991,2451,SKY,BldMt,skylinecorp.com,5
SMITH (A O) CORP,9771,335228,3630,AOS,Hshld,aosmith.com,1
SMUCKER (JM) CO,9777,311421,2033,SJM,Food,jmsmucker.com,1
SNAP-ON INC,9778,332216,3420,SNA,BldMt,snapon.com,2
KEYCORP,9783,522110,6020,KEY,Banks,key.com,5
SONOCO PRODUCTS CO,9815,322219,2650,SON,Boxes,sonoco.com,2
SOUTH JERSEY INDUSTRIES INC,9831,221210,4924,SJI,Util,sjindustries.com,2
PIONEER ENERGY SERVICES CORP,9835,213112,1389,PES,Oil,pioneeres.com,2
EDISON INTERNATIONAL,9846,22111,4911,EIX,Util,edison.com,2
AMERICAN STATES WATER CO,9849,221310,4941,AWR,Util,aswater.com,2
SOUTHERN CO,9850,2211,4911,SO,Util,southerncompany.com,2
SOUTHWEST AIRLINES,9882,481111,4512,LUV,Trans,southwest.com,5
AT&T INC,9899,517210,4812,T,Telcm,att.com,3
SOUTHWESTERN ENERGY CO,9904,211111,4923,SWN,Util,swn.com,2
SPAN-AMERICA MEDICAL SYS INC,9916,334510,3842,SPAN,MedEq,spanamerica.com,4
SPARTAN MOTORS INC,9919,336120,3711,SPAR,Autos,spartanmotors.com,1
SPARTON CORP,9922,334419,3679,SPA,Chips,sparton.com,3
STAAR SURGICAL CO,9969,339115,3851,STAA,MedEq,staar.com,4
STANDARD MOTOR PRODS,10000,336320,3690,SMP,ElcEq,smpcorp.com,3
CALATLANTIC GROUP INC,10002,236117,1531,CAA,Cnstr,calatlantichomes.com,5
STANDEX INTERNATIONAL CORP,10008,333415,3585,SXI,Mach,standex.com,2
STANLEY BLACK & DECKER INC,10016,333991,3540,SWK,Mach,stanleyblackanddecker.com,2
STARRETT (L.S.) CO  -CL A,10030,332216,3420,SCX,BldMt,starrett.com,2
STATE STREET CORP,10035,523920,6020,STT,Banks,statestreet.com,5
STEPAN CO,10056,325613,2840,SCL,Hshld,stepan.com,2
STEWART INFORMATION SERVICES,10086,524127,6361,STC,Insur,stewart.com,5
PUBLIC STORAGE,10096,531130,6798,PSA,Fin,publicstorage.com,5
STRYKER CORP,10115,339113,3842,SYK,MedEq,stryker.com,4
NAVIENT CORP,10121,522298,6111,NAVI,Banks,navient.com,5
SUNTRUST BANKS INC,10187,522110,6020,STI,Banks,suntrust.com,5
SUPERVALU INC,10190,424410,5141,SVU,Whlsl,supervalu.com,1
SUPERIOR INDUSTRIES INTL,10195,336390,3714,SUP,Autos,supind.com,1
TRINITY PLACE HOLDINGS INC,10235,531120,6512,TPHS,RlEst,trinityplaceholdings.com,5
SYNALLOY CORP,10236,331210,3317,SYNL,Steel,synalloy.com,2
SYSCO CORP,10247,4244,5140,SYY,Whlsl,sysco.com,1
TRC COS INC,10297,541330,8711,TRR,BusSv,trcsolutions.com,5
TSR INC,10305,541511,7371,TSRI,BusSv,tsrconsulting.com,3
TAYLOR DEVICES INC,10349,333999,3569,TAYD,Mach,taylordevices.com,2
TEAM INC,10353,541380,8734,TISI,BusSv,teaminc.com,3
TECHNICAL COMMUNICATIONS CP,10364,334220,3663,TCCO,Chips,tccsecure.com,3
SUNLINK HEALTH SYSTEMS INC,10380,446110,5912,SSY,Rtail,sunlinkhealth.com,1
TEJON RANCH CO,10390,111335,100,TRC,Agric,tejonranch.com,1
ALLEGHENY TECHNOLOGIES INC,10405,331491,3350,ATI,Steel,atimetals.com,2
TELEFLEX INC,10407,339112,3841,TFX,MedEq,teleflex.com,4
TELEPHONE & DATA SYSTEMS INC,10411,517210,4812,TDS,Telcm,tdsinc.com,3
TENNANT CO,10441,333318,3580,TNC,Mach,tennantco.com,2
TENNECO INC,10443,336390,3714,TEN,Autos,tenneco.com,1
TERADYNE INC,10453,334515,3825,TER,LabEq,teradyne.com,3
TEXAS INSTRUMENTS INC,10499,334413,3674,TXN,Chips,ti.com,3
TEXAS PACIFIC LAND TRUST,10504,533110,6792,TPL,Fin,tpltrust.com,5
TEXTRON INC,10519,336411,3721,TXT,Aero,textron.com,2
THERMO FISHER SCIENTIFIC INC,10530,334516,3826,TMO,LabEq,thermofisher.com,3
THOR INDUSTRIES INC,10549,336214,3790,THO,Autos,thorindustries.com,2
TIDEWATER INC,10565,488390,4400,TDW,Trans,tdw.com,5
SIX FLAGS ENTERTAINMENT CORP,10567,713110,7996,SIX,Fun,sixflags.com,5
TIMKEN CO,10581,332991,3562,TKR,Mach,timken.com,2
TOFUTTI BRANDS INC,10598,311520,2024,TOFB,Food,tofutti.com,1
TOOTSIE ROLL INDUSTRIES INC,10609,311340,2060,TR,Food,tootsie.com,1
TORCHMARK CORP,10614,524113,6311,TMK,Insur,torchmarkcorp.com,5
TORO CO,10618,333111,3523,TTC,Mach,thetorocompany.com,2
TOTAL SYSTEM SERVICES INC,10631,522320,7389,TSS,BusSv,tsys.com,5
TRANSCAT INC,10685,423830,5084,TRNS,Whlsl,transcat.com,1
TRIBUNE MEDIA CO,10726,515120,4833,TRCO,Telcm,tribunemedia.com,3
TRINITY INDUSTRIES,10735,336510,3743,TRN,Ships,trin.net,2
TRIO-TECH INTERNATIONAL,10740,333242,3559,TRT,Mach,triotech.com,2
VOLITIONRX LTD,10761,325413,2835,VNRX,Drugs,volitionrx.com,4
TWIN DISC INC,10777,333613,3560,TWIN,Mach,twindisc.com,2
TYLER TECHNOLOGIES INC,10789,541512,7373,TYL,Comps,tylertech.com,3
TYSON FOODS INC  -CL A,10793,311611,2011,TSN,Food,tysonfoods.com,1
UNITED CONTINENTAL HLDGS INC,10795,481111,4512,UAL,Trans,united.com,5
